customer_id,signup_date,last_login,annual_fee,subscription_type,payment_method,account_age,number_of_logins,total_spent,num_tickets_raised,avg_response_time,satisfaction_score,country,device,usage_hours_per_month,churn
TBD4yo,7/2/2023,10/14/2023,29.99,Basic,CreditCard,8,702,465.25,0,16.1,6,France,Desktop,165,true
K3m79b,11/24/2023,1/21/2024,59.99,Gold,UPI,13,602,486.96,1,3.4,2,Canada,Tablet,106,false
Q2jm4Q,7/9/2023,3/2/2024,29.99,Basic,DebitCard,29,90,3271.66,1,31.4,9,Canada,Tablet,181,false
VB8L79,10/5/2023,1/8/2024,29.99,Basic,UPI,9,891,2545.22,14,26.3,6,Canada,Tablet,8,false
AQM4U2,4/25/2024,3/12/2024,59.99,Gold,CreditCard,24,386,3062.68,3,27.2,10,Japan,Mobile,35,false
6Ix5B4,8/31/2023,11/3/2023,59.99,Gold,CreditCard,14,913,4635.41,2,37.4,4,USA,Desktop,22,false
i9ZQZ6,7/23/2023,1/18/2024,79.99,Premium,DebitCard,7,794,3890.7,6,15.0,3,USA,Tablet,93,false
2lRARw,3/26/2024,9/27/2023,29.99,Basic,CreditCard,3,345,1848.68,4,6.8,7,UK,Mobile,187,true
050YtK,6/29/2023,1/11/2024,59.99,Gold,UPI,19,632,974.24,1,24.2,1,UK,Tablet,106,true
udziH5,10/9/2023,3/5/2024,29.99,Basic,CreditCard,17,405,3576.31,1,14.2,8,USA,Tablet,93,false
3oA97y,8/24/2023,9/13/2023,29.99,Basic,CreditCard,13,33,2109.58,9,23.7,9,Canada,Tablet,139,true
94eKtx,11/26/2023,1/2/2024,79.99,Premium,CreditCard,15,631,4921.5,13,13.4,5,Australia,Mobile,72,true
ZPdemr,2/22/2024,10/18/2023,59.99,Gold,UPI,16,476,421.83,15,39.1,5,Germany,Desktop,173,false
ycb4k3,11/11/2023,1/27/2024,59.99,Gold,CreditCard,5,982,3890.34,2,9.6,6,Brazil,Tablet,48,true
9cc8yL,12/25/2023,11/15/2023,29.99,Basic,CreditCard,2,933,3172.92,0,12.4,2,France,Mobile,153,false
YuEd7Q,2/24/2024,6/5/2024,29.99,Basic,DebitCard,9,200,4707.96,10,14.7,7,Taiwan,Desktop,34,false
1vTjqb,12/24/2023,12/11/2023,29.99,Basic,UPI,15,754,4556.48,20,26.1,10,France,Mobile,171,false
SDrX5o,8/11/2023,6/10/2024,59.99,Gold,CreditCard,23,363,123.63,18,42.7,8,China,Mobile,109,false
yk6Aph,10/13/2023,7/8/2023,79.99,Premium,DebitCard,22,479,899.14,0,6.7,1,Germany,Mobile,6,false
V6rn4h,5/22/2024,1/16/2024,29.99,Basic,CreditCard,8,817,2656.55,4,7.6,3,China,Tablet,44,false
7thx1W,1/5/2024,11/17/2023,29.99,Basic,CreditCard,20,874,4790.92,16,44.0,4,Japan,Tablet,116,false
5VWNHU,10/15/2023,12/1/2023,59.99,Gold,DebitCard,28,967,3161.24,7,19.9,7,UK,Mobile,74,false
339LFJ,5/28/2024,6/2/2024,29.99,Basic,UPI,26,852,4227.55,10,47.9,9,USA,Desktop,29,true
TpNBU3,8/11/2023,4/19/2024,29.99,Basic,CreditCard,25,982,4941.14,0,29.7,7,China,Mobile,77,true
Ie4i7y,6/28/2024,11/11/2023,29.99,Basic,DebitCard,20,834,3722.1,6,25.1,7,China,Tablet,53,true
vccTKV,1/27/2024,1/19/2024,29.99,Basic,DebitCard,13,110,3225.78,5,29.7,4,Canada,Tablet,9,true
4f9gu1,4/21/2024,7/4/2023,59.99,Gold,UPI,34,745,3802.76,10,16.4,10,Australia,Mobile,59,true
3ya17r,11/14/2023,1/20/2024,29.99,Basic,UPI,26,245,3893.0,2,39.0,10,USA,Mobile,7,false
z6vX23,4/1/2024,7/31/2023,29.99,Basic,UPI,23,49,637.46,19,38.0,7,France,Tablet,97,true
yn8jeY,8/28/2023,7/3/2023,79.99,Premium,CreditCard,21,655,4408.29,6,37.3,10,Japan,Desktop,105,true
GY5V2q,3/14/2024,10/13/2023,59.99,Gold,DebitCard,3,594,3267.7,19,11.6,3,Canada,Tablet,192,false
m64Jsl,12/31/2023,7/30/2023,29.99,Basic,CreditCard,30,23,2032.59,5,11.4,4,Brazil,Mobile,60,true
g1GIwh,10/7/2023,12/11/2023,29.99,Basic,DebitCard,10,89,1003.86,4,29.8,10,Germany,Mobile,118,false
69A7tA,8/18/2023,11/19/2023,29.99,Basic,DebitCard,12,768,4277.98,3,19.1,10,Australia,Mobile,62,true
7qN7c6,12/6/2023,7/25/2023,59.99,Gold,UPI,24,813,3737.72,1,14.8,6,UK,Desktop,107,false
WHEruv,6/20/2024,1/23/2024,29.99,Basic,CreditCard,22,96,832.52,1,40.7,9,Canada,Mobile,160,true
qi5gKV,6/28/2024,6/19/2024,29.99,Basic,CreditCard,3,403,4634.52,9,10.7,4,China,Mobile,98,true
rSH6sz,10/31/2023,3/30/2024,29.99,Basic,DebitCard,7,529,2235.33,16,27.5,5,USA,Tablet,83,false
7ODCIh,12/15/2023,4/7/2024,59.99,Gold,CreditCard,11,40,1210.02,8,7.8,8,China,Desktop,124,false
380e3L,6/28/2024,6/15/2024,29.99,Basic,DebitCard,36,409,4058.78,1,39.7,5,USA,Desktop,150,true
V7TS9q,6/30/2023,3/17/2024,59.99,Gold,CreditCard,35,253,2889.02,1,4.0,7,Australia,Mobile,73,false
smnRgh,3/4/2024,1/5/2024,29.99,Basic,CreditCard,19,418,456.4,9,45.5,5,Australia,Mobile,25,true
K1i6Na,6/24/2024,6/11/2024,59.99,Gold,DebitCard,7,759,1973.28,16,4.6,2,USA,Tablet,150,true
ZU0UKK,1/14/2024,11/17/2023,79.99,Premium,CreditCard,2,624,1341.29,4,32.0,6,USA,Mobile,1,true
3oGD6g,3/4/2024,9/23/2023,59.99,Gold,DebitCard,14,351,957.42,5,5.8,6,Japan,Mobile,87,true
MPQ7Mv,12/29/2023,11/11/2023,79.99,Premium,DebitCard,21,932,4968.49,8,6.1,4,Taiwan,Mobile,196,false
Y3uBIg,11/28/2023,6/6/2024,29.99,Basic,DebitCard,29,511,4185.08,5,18.5,2,Australia,Desktop,73,true
bCx9XK,8/3/2023,8/15/2023,79.99,Premium,UPI,2,24,499.17,20,28.1,6,Canada,Mobile,44,true
H8pl61,8/17/2023,11/3/2023,29.99,Basic,CreditCard,12,567,1484.29,10,27.5,10,China,Mobile,73,false
z889nJ,6/20/2024,8/12/2023,29.99,Basic,UPI,2,757,1483.86,18,2.8,10,UK,Tablet,136,true
fjag2d,1/17/2024,7/19/2023,59.99,Gold,DebitCard,16,271,1510.74,8,21.7,5,UK,Desktop,41,false
a16l7K,4/4/2024,5/25/2024,59.99,Gold,DebitCard,15,171,2976.99,7,10.1,2,Australia,Tablet,183,true
M2Df5N,5/22/2024,7/29/2023,59.99,Gold,DebitCard,26,170,2007.53,11,9.5,10,France,Desktop,102,true
v2mh0u,10/28/2023,2/3/2024,29.99,Basic,DebitCard,22,756,642.78,10,47.9,5,Taiwan,Tablet,64,true
qT0KS9,8/24/2023,2/11/2024,79.99,Premium,CreditCard,11,894,3346.12,12,8.8,5,Canada,Mobile,120,false
jpedHO,11/15/2023,9/13/2023,79.99,Premium,DebitCard,3,349,3228.9,6,24.7,6,UK,Tablet,166,true
hAz2Q5,4/24/2024,6/9/2024,79.99,Premium,CreditCard,8,108,353.26,5,1.5,4,USA,Desktop,147,true
5H0eqT,7/16/2023,10/5/2023,79.99,Premium,DebitCard,10,159,4621.85,17,12.6,2,USA,Mobile,121,true
64P6y3,3/1/2024,8/11/2023,59.99,Gold,DebitCard,21,403,3219.23,9,37.3,9,France,Mobile,87,true
hN4Snx,9/4/2023,9/15/2023,59.99,Gold,CreditCard,7,648,2600.33,11,12.5,7,Brazil,Mobile,182,true
f6XCvP,8/5/2023,4/5/2024,29.99,Basic,UPI,17,108,576.87,3,34.6,3,Australia,Mobile,78,false
XEL91s,9/29/2023,3/27/2024,59.99,Gold,CreditCard,9,903,4473.44,3,23.5,7,Canada,Desktop,28,false
7mVud4,12/23/2023,8/17/2023,29.99,Basic,DebitCard,35,346,3233.79,1,3.2,8,Taiwan,Desktop,52,true
zMTLn4,6/12/2024,11/11/2023,29.99,Basic,DebitCard,31,127,4508.49,20,7.8,8,Brazil,Mobile,44,true
uWz3BQ,1/29/2024,5/20/2024,59.99,Gold,CreditCard,19,598,2926.93,8,28.3,2,Taiwan,Mobile,84,false
Sj1Lpl,6/1/2024,9/30/2023,59.99,Gold,CreditCard,29,603,4750.38,5,32.4,6,France,Desktop,184,true
rB1eel,4/13/2024,5/30/2024,29.99,Basic,DebitCard,33,332,2697.6,19,35.0,9,Germany,Tablet,101,false
5if4vB,1/7/2024,8/2/2023,29.99,Basic,CreditCard,32,976,1023.95,7,44.3,10,France,Mobile,181,true
392Iw1,4/12/2024,11/6/2023,29.99,Basic,DebitCard,28,977,1126.41,11,40.7,6,Canada,Mobile,189,true
B4i9Nx,8/3/2023,7/9/2023,59.99,Gold,UPI,28,349,4083.15,2,45.9,10,Japan,Tablet,143,true
583l94,11/25/2023,11/24/2023,79.99,Premium,UPI,10,790,609.3,1,3.7,10,Brazil,Mobile,61,false
yzqI51,4/1/2024,11/20/2023,79.99,Premium,DebitCard,18,255,2827.48,16,35.9,8,UK,Tablet,47,false
1wJ396,7/30/2023,6/2/2024,29.99,Basic,CreditCard,23,21,815.39,12,12.3,3,Brazil,Mobile,152,false
x8fEt2,6/9/2024,6/4/2024,29.99,Basic,UPI,15,969,2550.52,1,26.7,10,France,Tablet,64,true
YXa37l,4/17/2024,1/27/2024,29.99,Basic,CreditCard,31,255,4277.42,1,2.2,10,UK,Tablet,178,true
jy5QQ6,10/17/2023,6/19/2024,29.99,Basic,UPI,15,517,489.62,0,20.2,9,UK,Mobile,157,false
blBWyL,5/18/2024,8/8/2023,29.99,Basic,CreditCard,22,806,3034.45,13,11.1,4,USA,Desktop,184,false
rwG1NL,9/24/2023,3/1/2024,79.99,Premium,UPI,32,357,1380.92,6,30.6,7,Australia,Mobile,190,false
xvn74i,7/17/2023,1/20/2024,29.99,Basic,CreditCard,23,455,2203.09,6,45.5,7,Canada,Mobile,17,true
x4ilSH,7/20/2023,1/8/2024,79.99,Premium,CreditCard,23,553,2315.64,6,14.1,7,UK,Mobile,172,false
SZab1n,4/2/2024,1/27/2024,59.99,Gold,CreditCard,16,896,2875.12,1,18.6,7,USA,Tablet,142,false
8hRf5R,7/31/2023,3/6/2024,29.99,Basic,DebitCard,23,817,3189.91,7,20.0,7,Taiwan,Desktop,55,false
0NANrd,11/13/2023,12/15/2023,29.99,Basic,CreditCard,21,815,3346.16,18,22.1,6,Taiwan,Tablet,39,true
IQs5u5,1/1/2024,7/26/2023,29.99,Basic,DebitCard,35,776,1962.66,5,32.4,8,Japan,Desktop,167,true
4v35qP,10/14/2023,1/23/2024,29.99,Basic,CreditCard,34,143,249.08,2,41.9,3,Canada,Desktop,186,true
16q2G9,10/25/2023,12/18/2023,29.99,Basic,DebitCard,27,467,462.24,4,11.2,10,Japan,Mobile,156,true
20z7Gw,6/11/2024,8/27/2023,29.99,Basic,UPI,22,944,2734.86,18,3.4,2,Australia,Tablet,149,true
01QC5g,6/21/2024,12/28/2023,29.99,Basic,UPI,25,316,1949.36,14,38.8,3,USA,Mobile,76,false
MMf8qz,5/5/2024,5/27/2024,29.99,Basic,DebitCard,29,559,144.24,8,6.9,7,China,Mobile,148,false
VsD966,4/8/2024,2/13/2024,29.99,Basic,UPI,10,198,279.84,14,43.2,8,USA,Mobile,10,true
7X66xZ,4/23/2024,9/23/2023,29.99,Basic,UPI,32,422,2220.52,13,43.3,3,USA,Desktop,20,true
RAcLEG,7/19/2023,10/31/2023,29.99,Basic,UPI,35,460,2475.72,18,39.1,9,China,Desktop,112,false
s17K28,6/1/2024,2/15/2024,59.99,Gold,DebitCard,4,293,3181.0,10,1.6,2,France,Mobile,180,true
pw2r00,1/15/2024,8/29/2023,29.99,Basic,UPI,3,831,1568.66,6,42.7,2,Japan,Mobile,112,false
Z9914Z,1/5/2024,3/3/2024,59.99,Gold,UPI,10,67,2446.02,10,41.9,10,France,Desktop,37,true
NDGf4G,12/18/2023,11/10/2023,59.99,Gold,UPI,27,33,3332.92,6,7.9,2,France,Mobile,42,true
pZx7qJ,9/2/2023,2/14/2024,29.99,Basic,DebitCard,1,460,1772.07,2,18.8,8,France,Mobile,147,true
R5iEbG,12/6/2023,6/7/2024,29.99,Basic,DebitCard,13,190,3322.51,16,16.3,7,Canada,Tablet,7,true
kFZH1I,5/27/2024,12/25/2023,29.99,Basic,UPI,4,472,3609.14,17,18.4,2,Brazil,Desktop,116,false
QR635q,12/21/2023,5/1/2024,59.99,Gold,DebitCard,17,378,3432.72,0,1.3,10,Australia,Mobile,24,false
0RViuB,11/24/2023,11/3/2023,29.99,Basic,UPI,14,595,1154.83,5,11.6,7,USA,Mobile,84,true
h0wAEV,5/19/2024,7/29/2023,29.99,Basic,CreditCard,5,725,7.17,0,9.3,10,Canada,Desktop,190,false
I2B4nT,10/1/2023,10/19/2023,29.99,Basic,DebitCard,14,583,3121.0,13,26.8,6,USA,Tablet,184,true
j6NT22,10/4/2023,10/30/2023,79.99,Premium,UPI,35,358,4071.01,14,5.4,8,Brazil,Tablet,130,true
m20w3M,3/28/2024,7/4/2023,79.99,Premium,DebitCard,17,143,4532.37,9,26.5,4,UK,Desktop,13,false
48qXZ7,6/2/2024,2/26/2024,29.99,Basic,DebitCard,31,834,591.04,12,26.3,7,USA,Tablet,12,false
8eqPt0,3/5/2024,5/11/2024,29.99,Basic,DebitCard,15,597,2157.88,16,47.6,10,Canada,Mobile,139,false
eiHxws,5/30/2024,12/1/2023,29.99,Basic,DebitCard,18,104,4928.63,14,34.2,5,USA,Mobile,9,true
rQ2sU4,2/13/2024,3/29/2024,59.99,Gold,UPI,5,594,2500.77,7,42.7,3,China,Tablet,14,true
WXaDpy,12/5/2023,3/8/2024,29.99,Basic,DebitCard,15,779,1998.55,14,15.4,9,France,Mobile,56,true
829C1T,2/12/2024,11/16/2023,29.99,Basic,CreditCard,31,192,3478.56,14,1.9,9,Australia,Tablet,172,false
1dkwoT,1/14/2024,11/12/2023,29.99,Basic,CreditCard,15,410,2767.25,12,27.1,4,Canada,Mobile,158,false
257ufW,9/28/2023,11/17/2023,59.99,Gold,UPI,26,604,2489.79,12,35.9,6,Australia,Desktop,132,true
UQ59QH,9/7/2023,10/7/2023,29.99,Basic,DebitCard,25,704,1466.81,13,47.0,10,France,Tablet,191,true
i5oYND,4/25/2024,7/5/2023,29.99,Basic,CreditCard,25,727,1388.24,8,3.4,7,Australia,Desktop,80,false
l4ybUK,7/9/2023,1/25/2024,29.99,Basic,UPI,28,290,198.6,3,39.8,9,France,Desktop,11,false
Yv1KHz,6/14/2024,2/6/2024,29.99,Basic,UPI,29,574,1439.86,19,14.1,10,Canada,Tablet,153,true
P64v2I,3/31/2024,7/21/2023,29.99,Basic,UPI,25,220,3956.89,7,10.8,2,Australia,Mobile,167,true
NDoD43,9/15/2023,3/30/2024,29.99,Basic,CreditCard,14,799,4617.77,8,19.7,1,Brazil,Tablet,117,true
He8jUI,8/6/2023,1/4/2024,29.99,Basic,CreditCard,33,56,2724.1,15,27.8,5,USA,Tablet,52,true
ENlEif,9/5/2023,4/30/2024,79.99,Premium,DebitCard,14,98,3693.54,16,39.8,1,Canada,Tablet,49,true
NIxWwv,10/7/2023,5/5/2024,29.99,Basic,DebitCard,1,986,3160.19,17,4.4,1,Australia,Mobile,151,true
3gQkSU,2/1/2024,11/4/2023,59.99,Gold,DebitCard,35,733,571.42,4,43.8,3,USA,Desktop,122,false
nkzaM5,7/28/2023,10/29/2023,59.99,Gold,UPI,6,724,1661.98,6,10.6,6,UK,Desktop,38,true
tKFCNZ,7/4/2023,2/11/2024,29.99,Basic,UPI,15,149,3413.53,14,17.5,1,Germany,Desktop,75,false
4zII5x,5/21/2024,10/17/2023,29.99,Basic,CreditCard,9,207,1643.56,14,23.9,5,Australia,Tablet,181,false
Ai0YTv,11/6/2023,6/29/2023,29.99,Basic,UPI,25,230,288.13,5,24.6,9,UK,Tablet,160,true
AQKhpU,1/11/2024,3/23/2024,29.99,Basic,CreditCard,17,575,1773.23,16,27.8,5,UK,Mobile,166,false
6fBk2z,1/15/2024,8/17/2023,29.99,Basic,UPI,30,993,161.88,19,11.1,4,USA,Mobile,113,true
DKXFm5,2/3/2024,8/25/2023,59.99,Gold,DebitCard,3,291,3504.94,5,39.3,8,Germany,Mobile,102,true
6ukdJQ,3/5/2024,8/17/2023,59.99,Gold,DebitCard,24,89,1604.02,19,28.4,10,USA,Desktop,200,false
nT8ToG,7/12/2023,8/28/2023,29.99,Basic,DebitCard,24,59,3752.76,10,40.7,1,Germany,Mobile,98,false
ou5C0F,4/28/2024,7/2/2023,29.99,Basic,DebitCard,23,788,4887.23,10,44.8,8,China,Desktop,3,true
98g9oR,3/4/2024,4/25/2024,29.99,Basic,CreditCard,26,877,4550.04,20,47.1,8,China,Tablet,129,true
5KdZ61,1/25/2024,10/30/2023,59.99,Gold,UPI,1,798,4565.69,3,14.1,7,UK,Desktop,190,true
xD0yOS,12/23/2023,5/3/2024,79.99,Premium,CreditCard,2,831,3290.91,0,44.3,7,Brazil,Desktop,137,true
ba6L2Z,8/23/2023,6/17/2024,29.99,Basic,DebitCard,13,586,4603.34,0,11.9,9,USA,Mobile,103,true
h5By0h,4/8/2024,12/3/2023,29.99,Basic,UPI,29,9,3578.64,14,15.5,4,Canada,Mobile,125,true
VhsK8M,8/26/2023,8/8/2023,79.99,Premium,CreditCard,20,761,3578.51,8,26.5,6,UK,Desktop,39,true
Svx5dQ,7/24/2023,11/12/2023,79.99,Premium,DebitCard,11,149,1435.02,18,3.5,10,Canada,Mobile,166,true
RVnrqV,4/15/2024,8/30/2023,29.99,Basic,CreditCard,34,549,1700.91,0,21.4,5,Japan,Tablet,89,true
shW2QM,3/1/2024,8/4/2023,59.99,Gold,UPI,29,791,3424.3,20,40.0,4,Japan,Mobile,94,false
293Yn3,1/30/2024,1/21/2024,29.99,Basic,CreditCard,31,234,2185.69,5,46.8,9,France,Desktop,140,false
qw7kDs,8/18/2023,12/15/2023,29.99,Basic,CreditCard,5,537,3314.27,20,8.8,5,Taiwan,Desktop,71,false
03go5R,4/30/2024,1/10/2024,29.99,Basic,DebitCard,24,554,1919.27,12,33.7,7,UK,Desktop,179,true
D6dCxn,10/20/2023,2/11/2024,59.99,Gold,DebitCard,8,997,1419.06,2,11.6,2,China,Desktop,38,false
ED29gc,1/16/2024,5/16/2024,29.99,Basic,UPI,7,559,1574.47,16,34.8,3,Australia,Mobile,4,false
S827uw,7/16/2023,10/5/2023,29.99,Basic,UPI,36,822,3801.87,9,37.7,8,Taiwan,Mobile,15,true
mQWroA,12/10/2023,12/2/2023,59.99,Gold,CreditCard,36,317,534.54,7,12.8,7,UK,Mobile,107,false
0BJ481,6/3/2024,8/15/2023,29.99,Basic,DebitCard,3,341,406.08,3,37.9,3,Australia,Desktop,179,false
bAyE3A,7/2/2023,3/25/2024,79.99,Premium,UPI,5,824,710.97,5,4.2,1,Australia,Desktop,184,true
C972uV,9/24/2023,10/29/2023,29.99,Basic,UPI,34,948,3713.33,2,34.8,7,Australia,Mobile,168,true
1jLLVJ,12/15/2023,4/16/2024,59.99,Gold,CreditCard,34,876,2101.34,18,10.4,2,France,Mobile,7,false
s2pPc2,1/6/2024,10/21/2023,29.99,Basic,CreditCard,3,132,4240.83,15,30.2,2,Japan,Mobile,135,false
yliO0y,12/21/2023,3/25/2024,79.99,Premium,UPI,24,36,3030.01,13,1.8,9,Japan,Tablet,110,true
21CAoM,8/20/2023,9/4/2023,29.99,Basic,DebitCard,6,130,677.13,18,41.0,4,Germany,Tablet,182,true
IpdUc1,3/4/2024,5/16/2024,29.99,Basic,UPI,5,487,3382.28,1,40.4,6,Brazil,Mobile,123,true
06gLxI,5/17/2024,2/8/2024,29.99,Basic,DebitCard,12,16,4104.09,12,29.9,2,USA,Tablet,147,false
lzf8vs,11/30/2023,11/4/2023,29.99,Basic,UPI,4,565,3461.7,5,42.6,7,UK,Desktop,47,false
i4yaa9,12/17/2023,6/16/2024,29.99,Basic,DebitCard,10,610,2606.33,19,35.6,1,France,Desktop,28,false
Bsy27P,6/30/2023,1/15/2024,59.99,Gold,CreditCard,24,626,4412.25,4,41.1,8,China,Desktop,199,true
kQcWyh,5/25/2024,5/7/2024,59.99,Gold,UPI,6,650,1583.99,10,17.9,9,Canada,Mobile,28,false
4KAXuR,10/28/2023,2/13/2024,29.99,Basic,CreditCard,2,903,1857.57,20,6.8,2,UK,Mobile,46,false
iMDC6U,3/15/2024,6/6/2024,29.99,Basic,UPI,16,391,2528.34,19,16.3,2,UK,Mobile,46,false
Eh32Ev,8/13/2023,10/13/2023,29.99,Basic,UPI,30,544,2928.24,13,6.1,5,France,Mobile,195,false
3DSmYv,10/30/2023,2/7/2024,29.99,Basic,UPI,21,779,3606.56,8,43.7,9,Canada,Mobile,17,true
h2sm57,6/16/2024,4/8/2024,59.99,Gold,DebitCard,30,154,899.54,14,38.5,4,UK,Mobile,100,true
8NBL7q,4/2/2024,1/11/2024,59.99,Gold,UPI,19,398,872.08,8,24.8,7,France,Mobile,101,false
pf1vE3,8/24/2023,10/11/2023,29.99,Basic,CreditCard,11,200,2432.17,13,15.5,2,UK,Mobile,65,true
1KiD6H,11/4/2023,12/15/2023,29.99,Basic,DebitCard,18,935,322.1,20,32.0,7,Germany,Desktop,147,true
SCpF3V,1/28/2024,8/15/2023,59.99,Gold,UPI,2,336,586.85,4,16.5,9,USA,Tablet,194,false
2774Vq,6/30/2023,11/18/2023,59.99,Gold,UPI,8,366,2407.23,1,14.3,5,UK,Desktop,175,true
Pi8J6T,5/15/2024,12/22/2023,29.99,Basic,CreditCard,1,258,4701.41,14,42.2,5,Japan,Tablet,190,true
35XUZ6,1/2/2024,11/14/2023,29.99,Basic,DebitCard,34,332,953.78,11,13.3,9,Canada,Desktop,157,false
GwFI3R,3/14/2024,6/12/2024,29.99,Basic,UPI,30,627,3284.18,18,14.1,9,Canada,Desktop,90,true
iPz1E5,7/20/2023,6/10/2024,29.99,Basic,DebitCard,25,830,3377.79,3,5.8,9,Canada,Mobile,197,true
scfOp0,8/23/2023,11/7/2023,29.99,Basic,DebitCard,34,86,4569.65,11,19.4,9,Japan,Mobile,33,false
bb667a,1/17/2024,8/24/2023,59.99,Gold,CreditCard,24,795,2678.99,11,43.3,9,Germany,Desktop,9,true
zIQr53,3/22/2024,6/27/2024,29.99,Basic,DebitCard,15,600,984.54,8,22.4,8,Germany,Tablet,42,false
Z06ynb,10/31/2023,11/26/2023,29.99,Basic,CreditCard,35,214,1763.46,12,4.5,6,Australia,Mobile,131,true
cE27v0,12/24/2023,9/24/2023,59.99,Gold,DebitCard,25,237,784.0,7,22.8,3,France,Tablet,90,false
hF3G2t,3/25/2024,1/3/2024,29.99,Basic,DebitCard,8,372,76.63,1,9.4,10,UK,Tablet,123,false
3gV0O2,7/20/2023,10/26/2023,59.99,Gold,CreditCard,16,30,2169.99,20,26.0,1,USA,Mobile,18,true
2eoBFM,9/21/2023,8/15/2023,29.99,Basic,CreditCard,25,400,3382.68,18,28.8,7,Australia,Mobile,144,false
71yAXh,6/26/2024,8/23/2023,79.99,Premium,CreditCard,36,400,4251.61,5,11.3,10,UK,Mobile,154,true
10Z4Dr,2/17/2024,4/18/2024,29.99,Basic,DebitCard,19,776,3438.38,17,35.3,10,USA,Tablet,76,false
vOCHKm,2/10/2024,5/12/2024,79.99,Premium,CreditCard,18,165,1122.29,9,25.7,1,France,Mobile,105,true
O07R9m,5/16/2024,10/27/2023,29.99,Basic,UPI,24,977,3078.36,12,21.8,7,USA,Mobile,165,false
xM9um6,7/3/2023,10/5/2023,29.99,Basic,UPI,1,526,1885.2,17,6.3,6,China,Mobile,165,true
ODcq5X,3/13/2024,1/1/2024,29.99,Basic,CreditCard,5,636,3071.33,20,36.1,9,Australia,Tablet,65,false
EIjC41,9/25/2023,5/29/2024,29.99,Basic,CreditCard,2,912,3159.65,3,28.1,10,Australia,Tablet,137,true
f19054,1/14/2024,2/14/2024,29.99,Basic,CreditCard,17,925,1417.32,9,12.9,10,USA,Desktop,7,true
Gi0095,9/21/2023,6/4/2024,29.99,Basic,CreditCard,25,201,4777.96,20,41.5,10,Brazil,Tablet,113,false
2e5Tvs,12/2/2023,6/12/2024,29.99,Basic,CreditCard,15,657,4041.71,0,18.3,5,Australia,Mobile,3,false
Lv1O6o,10/19/2023,3/1/2024,79.99,Premium,DebitCard,25,936,1673.45,15,2.4,1,USA,Tablet,45,true
2Gea62,1/8/2024,4/18/2024,59.99,Gold,DebitCard,7,965,4127.14,18,3.3,5,Germany,Mobile,7,false
41RT35,7/13/2023,10/2/2023,79.99,Premium,DebitCard,18,167,3885.33,5,24.3,2,China,Desktop,164,false
LH342H,5/20/2024,3/1/2024,29.99,Basic,UPI,24,252,4712.14,17,25.0,5,Japan,Desktop,11,true
rYTzxf,2/26/2024,8/19/2023,79.99,Premium,DebitCard,31,550,4923.03,13,11.3,6,Canada,Desktop,17,false
5esHvU,10/18/2023,3/1/2024,29.99,Basic,DebitCard,24,70,2892.85,9,39.6,6,China,Desktop,136,false
9g3R6K,3/31/2024,12/22/2023,29.99,Basic,UPI,27,891,4280.72,14,1.5,8,Germany,Desktop,159,false
Y3bAyG,8/10/2023,5/6/2024,29.99,Basic,UPI,12,136,2988.19,19,22.0,6,Australia,Desktop,122,false
R3fmBt,2/17/2024,12/3/2023,29.99,Basic,CreditCard,11,618,1807.26,9,30.3,8,USA,Tablet,167,true
t2mqTr,3/20/2024,1/31/2024,59.99,Gold,UPI,18,833,4296.31,2,4.3,1,France,Mobile,149,false
d2P5U6,8/7/2023,10/21/2023,59.99,Gold,UPI,17,74,3883.26,2,11.3,9,Germany,Tablet,52,true
9uT140,9/17/2023,8/23/2023,29.99,Basic,CreditCard,36,77,4913.08,6,34.5,3,Australia,Mobile,87,false
6vcMW4,5/4/2024,6/16/2024,29.99,Basic,DebitCard,26,70,4437.11,16,1.3,3,Taiwan,Desktop,85,true
BWWX68,8/4/2023,12/21/2023,29.99,Basic,CreditCard,26,758,1531.21,1,8.8,8,China,Mobile,55,false
tW7nzk,1/16/2024,8/8/2023,29.99,Basic,CreditCard,17,512,4831.2,9,43.2,9,UK,Desktop,92,false
I1ll41,3/4/2024,1/3/2024,29.99,Basic,DebitCard,15,525,275.16,9,30.3,9,Canada,Mobile,4,true
Xn8lHC,11/18/2023,11/30/2023,59.99,Gold,UPI,10,560,2425.86,14,37.2,3,UK,Mobile,118,true
N7EHtU,6/12/2024,3/23/2024,79.99,Premium,UPI,36,862,3884.87,13,15.2,5,Germany,Mobile,54,true
RE9xZY,4/8/2024,2/9/2024,59.99,Gold,DebitCard,26,214,3544.1,11,41.8,8,France,Tablet,36,true
weYcLv,9/18/2023,2/23/2024,29.99,Basic,DebitCard,30,243,3778.37,11,46.6,1,France,Tablet,168,true
1SleuO,10/14/2023,8/30/2023,29.99,Basic,UPI,1,924,3551.33,13,23.8,10,France,Desktop,92,true
2u7cSK,2/15/2024,4/6/2024,29.99,Basic,DebitCard,5,37,1486.95,6,38.3,5,France,Mobile,54,false
yI08Qc,12/11/2023,10/23/2023,29.99,Basic,DebitCard,15,684,4957.15,9,1.6,7,China,Tablet,5,false
8JV0qv,6/3/2024,2/24/2024,79.99,Premium,CreditCard,13,224,3729.49,12,46.0,7,USA,Desktop,62,false
uuZxEz,8/24/2023,7/19/2023,29.99,Basic,CreditCard,33,354,2490.08,19,25.7,3,UK,Tablet,141,false
